ID;Catégorie;Organe;Code Défaut;Message / Alarme affichée;Niveau;Cause;Action Utilisateur;Action Maintenance;Points de Test Matériels;Condition Déclenchement (Code ST);Fichier Source;Ligne
ALM_088;HISTO_ALARM;HISTO;ErrorID:04;[HISTO] [M2] ErrorID:04 - mou de cable;HISTORISÉ (Reset requis);(HistoM2 AND 16#0008) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM2 AND 16#0008) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1000
ALM_089;HISTO_ALARM;HISTO;ErrorID:05;[HISTO] [M2] ErrorID:05 - rotation phases;HISTORISÉ (Reset requis);(HistoM2 AND 16#0010) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM2 AND 16#0010) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1003
ALM_090;HISTO_ALARM;HISTO;ErrorID:08;[HISTO] [M2] ErrorID:08 - MecaA - deplacement sans commande (vitesse/derive);HISTORISÉ (Reset requis);(HistoM2 AND 16#0080) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM2 AND 16#0080) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1006
ALM_091;HISTO_ALARM;HISTO;ErrorID:09;[HISTO] [M2] ErrorID:09 - MecaB - arret non confirme apres stop;HISTORISÉ (Reset requis);(HistoM2 AND 16#0100) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM2 AND 16#0100) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1009
ALM_092;HISTO_ALARM;HISTO;ErrorID:10;[HISTO] [M2] ErrorID:10 - MecaC - glissement pendant benne figee;HISTORISÉ (Reset requis);(HistoM2 AND 16#0200) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM2 AND 16#0200) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1012
ALM_093;HISTO_ALARM;HISTO;ErrorID:11;[HISTO] [M2] ErrorID:11 - surchauffe frein;HISTORISÉ (Reset requis);(HistoM2 AND 16#0400) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM2 AND 16#0400) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1015
ALM_094;HISTO_ALARM;HISTO;ErrorID:12;[HISTO] [M2] ErrorID:12 - MecaD - non-arret au capteur haut;HISTORISÉ (Reset requis);(HistoM2 AND 16#0800) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM2 AND 16#0800) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1018
ALM_095;HISTO_ALARM;HISTO;ErrorID:13;[HISTO] [M2] ErrorID:13 - MecaE - ecart synchro M1/M2 critique;HISTORISÉ (Reset requis);(HistoM2 AND 16#1000) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM2 AND 16#1000) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1021
ALM_096;HISTO_ALARM;HISTO;ErrorID:15;[HISTO] [M2] ErrorID:15 - sens oppose;HISTORISÉ (Reset requis);(HistoM2 AND 16#4000) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM2 AND 16#4000) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1024
ALM_097;HISTO_ALARM;HISTO;ErrorID:16;[HISTO] [M2] ErrorID:16 - absence mouvement;HISTORISÉ (Reset requis);(HistoM2 AND 16#8000) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM2 AND 16#8000) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1027
ALM_098;HISTO_ALARM;HISTO;ErrorID:01;[HISTO] [M3] ErrorID:01 - perte com operateur;HISTORISÉ (Reset requis);(HistoM3 AND 16#0001) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM3 AND 16#0001) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1032
ALM_099;HISTO_ALARM;HISTO;ErrorID:02;[HISTO] [M3] ErrorID:02 - perte EtherCAT;HISTORISÉ (Reset requis);(HistoM3 AND 16#0002) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM3 AND 16#0002) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1035
ALM_100;HISTO_ALARM;HISTO;ErrorID:03;[HISTO] [M3] ErrorID:03 - rotation phases;HISTORISÉ (Reset requis);(HistoM3 AND 16#0004) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM3 AND 16#0004) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1038
ALM_101;HISTO_ALARM;HISTO;ErrorID:04;[HISTO] [M3] ErrorID:04 - surchauffe frein;HISTORISÉ (Reset requis);(HistoM3 AND 16#0008) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM3 AND 16#0008) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1041
ALM_102;HISTO_ALARM;HISTO;ErrorID:05;[HISTO] [M3] ErrorID:05 - MecaB - arret non confirme apres stop;HISTORISÉ (Reset requis);(HistoM3 AND 16#0010) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM3 AND 16#0010) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1044
ALM_103;HISTO_ALARM;HISTO;ErrorID:06;[HISTO] [M3] ErrorID:06 - MecaA - deplacement sans commande;HISTORISÉ (Reset requis);(HistoM3 AND 16#0020) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM3 AND 16#0020) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1047
ALM_104;HISTO_ALARM;HISTO;ErrorID:07;[HISTO] [M3] ErrorID:07 - butee extreme;HISTORISÉ (Reset requis);(HistoM3 AND 16#0040) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM3 AND 16#0040) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1050
ALM_105;HISTO_ALARM;HISTO;ErrorID:08;[HISTO] [M3] ErrorID:08 - capteurs incoherents;HISTORISÉ (Reset requis);(HistoM3 AND 16#0080) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);;;;(HistoM3 AND 16#0080) <> 16#0000 AND (AlarmCount < CST_NbMaxAlarmes);FB_Hmi_BannerFormatter.st;1053
ABORT_001;ABORT_REARMEMENT_AU;AU;ABORT_AU;[AU] Coupure volontaire IHM - relacher le bouton puis rearmer;ÉCHEC RÉARMEMENT AU;LastAbortCause = INT_TO_WORD(CST_ABORT_CUT_IHM);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_CUT_IHM);FB_Hmi_BannerFormatter.st;413
ABORT_002;ABORT_REARMEMENT_AU;AU;ABORT_AU;[AU] Chute boucle urgence pendant test - relacher coup-de-poing puis rearmer;ÉCHEC RÉARMEMENT AU;LastAbortCause = INT_TO_WORD(CST_ABORT_CHAIN_DROP);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_CHAIN_DROP);FB_Hmi_BannerFormatter.st;415
ABORT_003;ABORT_REARMEMENT_AU;AU;ABORT_AU;[AU] Chaine non remontee apres test A (200ms) - verifier boucle puis rearmer;ÉCHEC RÉARMEMENT AU;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_RESTORE_A);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_RESTORE_A);FB_Hmi_BannerFormatter.st;417
ABORT_004;ABORT_REARMEMENT_AU;AU;ABORT_AU;[AU] Chaine non remontee apres test B (200ms) - verifier boucle puis rearmer;ÉCHEC RÉARMEMENT AU;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_RESTORE_B);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_RESTORE_B);FB_Hmi_BannerFormatter.st;419
ABORT_005;ABORT_REARMEMENT_AU;M3;ABORT_AU;[M3] MecaA (mouvement non commandé) - Reset puis réarmer;ÉCHEC RÉARMEMENT AU;TranslationSafety.ErrorMecaA;;;;TranslationSafety.ErrorMecaA;FB_Hmi_BannerFormatter.st;425
ABORT_006;ABORT_REARMEMENT_AU;M3;ABORT_AU;[M3] MecaB (arrêt non confirmé) - Reset puis réarmer;ÉCHEC RÉARMEMENT AU;TranslationSafety.ErrorMecaB;;;;TranslationSafety.ErrorMecaB;FB_Hmi_BannerFormatter.st;427
ABORT_007;ABORT_REARMEMENT_AU;M3;ABORT_AU;[M3] Surchauffe frein - Reset puis réarmer;ÉCHEC RÉARMEMENT AU;TranslationSafety.ErrorBrakeThermal;;;;TranslationSafety.ErrorBrakeThermal;FB_Hmi_BannerFormatter.st;429
ABORT_008;ABORT_REARMEMENT_AU;M1;ABORT_AU;[M1] MecaA (mouvement non commandé) - Reset puis réarmer;ÉCHEC RÉARMEMENT AU;WinchM1Safety.ErrorMecaA;;;;WinchM1Safety.ErrorMecaA;FB_Hmi_BannerFormatter.st;431
ABORT_009;ABORT_REARMEMENT_AU;M1;ABORT_AU;[M1] MecaB (arrêt non confirmé) - Reset puis réarmer;ÉCHEC RÉARMEMENT AU;WinchM1Safety.ErrorMecaB;;;;WinchM1Safety.ErrorMecaB;FB_Hmi_BannerFormatter.st;433
ABORT_010;ABORT_REARMEMENT_AU;M1;ABORT_AU;[M1] Surchauffe moteur - Reset puis réarmer;ÉCHEC RÉARMEMENT AU;WinchM1Safety.ThermalFault;;;;WinchM1Safety.ThermalFault;FB_Hmi_BannerFormatter.st;435
ABORT_011;ABORT_REARMEMENT_AU;M1;ABORT_AU;[M1] Surchauffe frein - Reset puis réarmer;ÉCHEC RÉARMEMENT AU;WinchM1Safety.ErrorBrakeThermal;;;;WinchM1Safety.ErrorBrakeThermal;FB_Hmi_BannerFormatter.st;437
ABORT_012;ABORT_REARMEMENT_AU;M2;ABORT_AU;[M2] MecaA (mouvement non commandé) - Reset puis réarmer;ÉCHEC RÉARMEMENT AU;WinchM2Safety.ErrorMecaA;;;;WinchM2Safety.ErrorMecaA;FB_Hmi_BannerFormatter.st;439
ABORT_013;ABORT_REARMEMENT_AU;M2;ABORT_AU;[M2] MecaB (arrêt non confirmé) - Reset puis réarmer;ÉCHEC RÉARMEMENT AU;WinchM2Safety.ErrorMecaB;;;;WinchM2Safety.ErrorMecaB;FB_Hmi_BannerFormatter.st;441
ABORT_014;ABORT_REARMEMENT_AU;M2;ABORT_AU;[M2] Surchauffe moteur - Reset puis réarmer;ÉCHEC RÉARMEMENT AU;WinchM2Safety.ThermalFault;;;;WinchM2Safety.ThermalFault;FB_Hmi_BannerFormatter.st;443
ABORT_015;ABORT_REARMEMENT_AU;M2;ABORT_AU;[M2] Surchauffe frein - Reset puis réarmer;ÉCHEC RÉARMEMENT AU;WinchM2Safety.ErrorBrakeThermal;;;;WinchM2Safety.ErrorBrakeThermal;FB_Hmi_BannerFormatter.st;445
ABORT_016;ABORT_REARMEMENT_AU;AU;ABORT_AU;[AU] Coupure securite metier active - lever la cause puis rearmer;ÉCHEC RÉARMEMENT AU;WinchM2Safety.ErrorBrakeThermal;;;;WinchM2Safety.ErrorBrakeThermal;FB_Hmi_BannerFormatter.st;447
ABORT_017;ABORT_REARMEMENT_AU;AU;ABORT_AU;[AU] Defaut redondance canal A - verifier contacteur puis Reset;ÉCHEC RÉARMEMENT AU;LastAbortCause = INT_TO_WORD(CST_ABORT_REDUNDANCY_A);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_REDUNDANCY_A);FB_Hmi_BannerFormatter.st;450
ABORT_018;ABORT_REARMEMENT_AU;AU;ABORT_AU;[AU] Defaut redondance canal B - verifier contacteur puis Reset;ÉCHEC RÉARMEMENT AU;LastAbortCause = INT_TO_WORD(CST_ABORT_REDUNDANCY_B);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_REDUNDANCY_B);FB_Hmi_BannerFormatter.st;452
ABORT_019;ABORT_REARMEMENT_AU;AU;ABORT_AU;[AU] Contacteur non engage sous 2s - verifier puis rearmer;ÉCHEC RÉARMEMENT AU;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_CONTACTOR);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_CONTACTOR);FB_Hmi_BannerFormatter.st;454
ABORT_020;ABORT_REARMEMENT_AU;AU;ABORT_AU;[AU] Rearmement interrompu - verifier et rearmer;ÉCHEC RÉARMEMENT AU;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_CONTACTOR);;;;LastAbortCause = INT_TO_WORD(CST_ABORT_TIMEOUT_CONTACTOR);FB_Hmi_BannerFormatter.st;456
ACT_021;OPERATOR_ACTION;PUPITRE;-;[PUPITRE] Boucle urgence ouverte - réarmer;CRITIQUE (Sécurité / AU);NOT EmergencyChainClosed;;;;NOT EmergencyChainClosed;FB_Hmi_BannerFormatter.st;461
ACT_022;OPERATOR_ACTION;IO;-;[IO] Défaut module E/S - vérifier alimentation/coupleur;CONDUITE (Manuel / Standard);NOT LocalIoValid OR NOT Vh0800Valid OR NOT Vh0808Valid OR NOT Vh0008ErValid OR NOT Vh0008Er1Valid;;;;NOT LocalIoValid OR NOT Vh0800Valid OR NOT Vh0808Valid OR NOT Vh0008ErValid OR NOT Vh0008Er1Valid;FB_Hmi_BannerFormatter.st;463
ACT_023;OPERATOR_ACTION;CAN;-;[CAN] Défaut bus CANopen - vérifier câblage;CONDUITE (Manuel / Standard);NOT CanBusValid;;;;NOT CanBusValid;FB_Hmi_BannerFormatter.st;465
ACT_024;OPERATOR_ACTION;CAN;-;[CAN] Joystick non détecté - vérifier liaison;CONDUITE (Manuel / Standard);NOT Joy1Valid;;;;NOT Joy1Valid;FB_Hmi_BannerFormatter.st;467
ACT_025;OPERATOR_ACTION;ECAT;-;[ECAT] Défaut bus EtherCAT - vérifier liaison;CONDUITE (Manuel / Standard);NOT EcatBusValid;;;;NOT EcatBusValid;FB_Hmi_BannerFormatter.st;469
ACT_026;OPERATOR_ACTION;ECAT;-;[ECAT] Codeurs non détectés - vérifier liaison;CONDUITE (Manuel / Standard);NOT EncM1Valid OR NOT EncM2Valid;;;;NOT EncM1Valid OR NOT EncM2Valid;FB_Hmi_BannerFormatter.st;471
ACT_027;OPERATOR_ACTION;ECAT;-;[ECAT] Variateur non détecté - vérifier liaison;CONDUITE (Manuel / Standard);NOT VarM3Valid;;;;NOT VarM3Valid;FB_Hmi_BannerFormatter.st;473
ACT_028;OPERATOR_ACTION;OPÉRATEUR;-;[SÉCURITÉ] Coupure puissance active - acquitter défaut treuil/pont;CRITIQUE (Sécurité / AU);PowerCutOffActiveAny;;;;PowerCutOffActiveAny;FB_Hmi_BannerFormatter.st;484
ACT_029;OPERATOR_ACTION;AU;-;[AU] Défaut redondance contacteurs - réarmer (Reset);CRITIQUE (Sécurité / AU);RedundancyTestFailed;;;;RedundancyTestFailed;FB_Hmi_BannerFormatter.st;486
ACT_030;OPERATOR_ACTION;AU;-;[AU] Échec réarmement contacteur - réarmer;CRITIQUE (Sécurité / AU);EmergencyArmingFailed;;;;EmergencyArmingFailed;FB_Hmi_BannerFormatter.st;488
ACT_031;OPERATOR_ACTION;PUPITRE;-;[PUPITRE] Réarmer AU et puissance;CRITIQUE (Sécurité / AU);NOT PowerContactorEngaged;;;;NOT PowerContactorEngaged;FB_Hmi_BannerFormatter.st;490
ACT_032;OPERATOR_ACTION;SYNC;-;[SYNC] Discordance contacteurs M1/M2 - Acquitter SafeStop;CONDUITE (Manuel / Standard);SyncContactorDiag.MismatchLevel >= 1;;;;SyncContactorDiag.MismatchLevel >= 1;FB_Hmi_BannerFormatter.st;493
ACT_033;OPERATOR_ACTION;PUPITRE;-;[PUPITRE] Acquitter SafeStop;CONDUITE (Manuel / Standard);SyncContactorDiag.MismatchLevel >= 1;;;;SyncContactorDiag.MismatchLevel >= 1;FB_Hmi_BannerFormatter.st;495
ACT_034;OPERATOR_ACTION;TREUIL;-;[TREUIL] Descente interdite - Chariot M3 pas a P1/Maintenance;INTERLOCK (Mouvement refusé);WinchDescentLockedByM3;;;;WinchDescentLockedByM3;FB_Hmi_BannerFormatter.st;501
ACT_035;OPERATOR_ACTION;TREUIL;-;[TREUIL] Descente interdite - Limite legale atteinte;INTERLOCK (Mouvement refusé);LegalLimitReached;;;;LegalLimitReached;FB_Hmi_BannerFormatter.st;504
ACT_036;OPERATOR_ACTION;TREUIL;-;[TREUIL] Descente interdite - Limite basse cable;INTERLOCK (Mouvement refusé);WinchM1Safety.CableLimitDescent OR WinchM2Safety.CableLimitDescent;;;;WinchM1Safety.CableLimitDescent OR WinchM2Safety.CableLimitDescent;FB_Hmi_BannerFormatter.st;507
ACT_037;OPERATOR_ACTION;TREUIL;-;[TREUIL] Descente interdite - Mou de cable detecte;INTERLOCK (Mouvement refusé);WinchM1Safety.SlackCable OR WinchM2Safety.SlackCable;;;;WinchM1Safety.SlackCable OR WinchM2Safety.SlackCable;FB_Hmi_BannerFormatter.st;510
ACT_038;OPERATOR_ACTION;TREUIL;-;[TREUIL] Descente interdite - Treuil M2 (benne);INTERLOCK (Mouvement refusé);WinchM1Safety.DescendPermit AND NOT WinchM2Safety.DescendPermit;;;;WinchM1Safety.DescendPermit AND NOT WinchM2Safety.DescendPermit;FB_Hmi_BannerFormatter.st;513
ACT_039;OPERATOR_ACTION;TREUIL;-;[TREUIL] Descente interdite - Treuil M1 (retenue);INTERLOCK (Mouvement refusé);WinchM2Safety.DescendPermit AND NOT WinchM1Safety.DescendPermit;;;;WinchM2Safety.DescendPermit AND NOT WinchM1Safety.DescendPermit;FB_Hmi_BannerFormatter.st;516
ACT_040;OPERATOR_ACTION;TREUIL;-;[TREUIL] Descente interdite;INTERLOCK (Mouvement refusé);WinchM2Safety.DescendPermit AND NOT WinchM1Safety.DescendPermit;;;;WinchM2Safety.DescendPermit AND NOT WinchM1Safety.DescendPermit;FB_Hmi_BannerFormatter.st;518
ACT_041;OPERATOR_ACTION;TREUIL;-;[TREUIL] Montée interdite - limite haute;INTERLOCK (Mouvement refusé);TopLimitReached;;;;TopLimitReached;FB_Hmi_BannerFormatter.st;522
ACT_042;OPERATOR_ACTION;TREUIL;-;[TREUIL] Montée interdite - capteur haut;INTERLOCK (Mouvement refusé);WinchM1Safety.ErrorMecaD OR WinchM2Safety.ErrorMecaD;;;;WinchM1Safety.ErrorMecaD OR WinchM2Safety.ErrorMecaD;FB_Hmi_BannerFormatter.st;525
ACT_043;OPERATOR_ACTION;TREUIL;-;[TREUIL] Montée interdite - treuil M2;INTERLOCK (Mouvement refusé);WinchM1Safety.AscentPermit AND NOT WinchM2Safety.AscentPermit;;;;WinchM1Safety.AscentPermit AND NOT WinchM2Safety.AscentPermit;FB_Hmi_BannerFormatter.st;528
ACT_044;OPERATOR_ACTION;TREUIL;-;[TREUIL] Montée interdite;INTERLOCK (Mouvement refusé);WinchM1Safety.AscentPermit AND NOT WinchM2Safety.AscentPermit;;;;WinchM1Safety.AscentPermit AND NOT WinchM2Safety.AscentPermit;FB_Hmi_BannerFormatter.st;530
ACT_045;OPERATOR_ACTION;IHM-JOY;-;[IHM-JOY] Appuyer Start Cycle (ou homme-mort) pour initialiser;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX0_REPOS;;;;Étape E_AutoCycleStep.AX0_REPOS;FB_Hmi_BannerFormatter.st;537
ACT_046;OPERATOR_ACTION;INIT;-;[INIT] Verifier conditions initiales (referencement, FDC haut);GUIDAGE_CYCLE (Semi-Auto);CycleStateStr <> '';;;;CycleStateStr <> '';FB_Hmi_BannerFormatter.st;542
ACT_047;OPERATOR_ACTION;JOY;-;[JOY] Pousser a droite : translation vers P1;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX2_TRANSLATE_P1;;;;Étape E_AutoCycleStep.AX2_TRANSLATE_P1;FB_Hmi_BannerFormatter.st;545
ACT_048;OPERATOR_ACTION;JOY;-;[JOY] Pousser descente : ouverture benne jusqu au FDC;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX3_OPEN_BUCKET;;;;Étape E_AutoCycleStep.AX3_OPEN_BUCKET;FB_Hmi_BannerFormatter.st;547
ACT_049;OPERATOR_ACTION;JOY;-;[JOY] Pousser descente : plongee palier 4;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX4_DESCEND_DIVING;;;;Étape E_AutoCycleStep.AX4_DESCEND_DIVING;FB_Hmi_BannerFormatter.st;549
ACT_050;OPERATOR_ACTION;JOY;-;[JOY] Maintenir descente : init Kobold;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX5_KOBOLD_INIT;;;;Étape E_AutoCycleStep.AX5_KOBOLD_INIT;FB_Hmi_BannerFormatter.st;551
ACT_051;OPERATOR_ACTION;JOY;-;[JOY] Maintenir descente : recherche immersion;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX6_SEARCH_IMMERSION;;;;Étape E_AutoCycleStep.AX6_SEARCH_IMMERSION;FB_Hmi_BannerFormatter.st;553
ACT_052;OPERATOR_ACTION;JOY;-;[JOY] Maintenir descente : recherche fond (Kobold);GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX7_SEARCH_BOTTOM;;;;Étape E_AutoCycleStep.AX7_SEARCH_BOTTOM;FB_Hmi_BannerFormatter.st;555
ACT_053;OPERATOR_ACTION;JOY;-;[JOY] Fond atteint : relacher puis tirer pour extraire;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX8_BOTTOM_CONFIRMED;;;;Étape E_AutoCycleStep.AX8_BOTTOM_CONFIRMED;FB_Hmi_BannerFormatter.st;557
ACT_054;OPERATOR_ACTION;JOY;-;[JOY] Reprise plongee : remonter au FDC haut;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX_DIVING_RETRY;;;;Étape E_AutoCycleStep.AX_DIVING_RETRY;FB_Hmi_BannerFormatter.st;559
ACT_055;OPERATOR_ACTION;JOY;-;[JOY] Tirer : montee synchronisee et retendre les cables;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX9_RAISE_OFF_BOTTOM;;;;Étape E_AutoCycleStep.AX9_RAISE_OFF_BOTTOM;FB_Hmi_BannerFormatter.st;561
ACT_056;OPERATOR_ACTION;JOY;-;[JOY] Tirer montee : fermeture de la benne;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX10_CLOSE_BUCKET;;;;Étape E_AutoCycleStep.AX10_CLOSE_BUCKET;FB_Hmi_BannerFormatter.st;563
ACT_057;OPERATOR_ACTION;JOY;-;[JOY] Tirer montee : remontee de controle;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX11_CTRL_ASCENT;;;;Étape E_AutoCycleStep.AX11_CTRL_ASCENT;FB_Hmi_BannerFormatter.st;565
ACT_058;OPERATOR_ACTION;JOY;-;[JOY] Tirer montee : remontee en charge;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX12_LOADED_ASCENT;;;;Étape E_AutoCycleStep.AX12_LOADED_ASCENT;FB_Hmi_BannerFormatter.st;567
ACT_059;OPERATOR_ACTION;CYCLE;-;[CYCLE] Egouttage en cours (attendre tempo ou bouton Passer);GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX13_DRAIN_PAUSE;;;;Étape E_AutoCycleStep.AX13_DRAIN_PAUSE;FB_Hmi_BannerFormatter.st;569
ACT_060;OPERATOR_ACTION;JOY;-;[JOY] Pousser a gauche : translation vers tremie;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX14_TRANSLATE_DUMP;;;;Étape E_AutoCycleStep.AX14_TRANSLATE_DUMP;FB_Hmi_BannerFormatter.st;571
ACT_061;OPERATOR_ACTION;JOY;-;[JOY] Pousser descente : vidage benne a la tremie;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX15B_DUMP_OPEN;;;;Étape E_AutoCycleStep.AX15B_DUMP_OPEN;FB_Hmi_BannerFormatter.st;573
ACT_062;OPERATOR_ACTION;JOY;-;[JOY] Pousser descente : vidage benne a la tremie;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX15C_DUMP_REPOSITION;;;;Étape E_AutoCycleStep.AX15C_DUMP_REPOSITION;FB_Hmi_BannerFormatter.st;575
ACT_063;OPERATOR_ACTION;JOY;-;[JOY] Cycle termine : pousser a droite vers P1;GUIDAGE_CYCLE (Semi-Auto);Étape E_AutoCycleStep.AX18_DONE_SYNC;;;;Étape E_AutoCycleStep.AX18_DONE_SYNC;FB_Hmi_BannerFormatter.st;577
ACT_064;OPERATOR_ACTION;CYCLE;-;[CYCLE] Cycle en cours...;GUIDAGE_CYCLE (Semi-Auto);(CycleErrorId AND 16#0400) <> 0;;;;(CycleErrorId AND 16#0400) <> 0;FB_Hmi_BannerFormatter.st;638
ACT_065;OPERATOR_ACTION;TREUIL;-;[TREUIL] Attendre fin du Dive;CONDUITE (Manuel / Standard);DiveActive AND CurrentDirection < 0;;;;DiveActive AND CurrentDirection < 0;FB_Hmi_BannerFormatter.st;641
ACT_066;OPERATOR_ACTION;BENNE;-;[BENNE] Ouvrir la benne;CONDUITE (Manuel / Standard);NOT BucketIsOpen AND CurrentDirection < 0;;;;NOT BucketIsOpen AND CurrentDirection < 0;FB_Hmi_BannerFormatter.st;643
ACT_067;OPERATOR_ACTION;TREUIL;-;[TREUIL] Limite haute;CONDUITE (Manuel / Standard);TopLimitReached AND CurrentDirection > 0;;;;TopLimitReached AND CurrentDirection > 0;FB_Hmi_BannerFormatter.st;645
ACT_068;OPERATOR_ACTION;BENNE;-;[BENNE] Benne non fermee - montee bridee palier 1 (securite);CONDUITE (Manuel / Standard);NOT BucketIsClosed AND CurrentDirection > 0;;;;NOT BucketIsClosed AND CurrentDirection > 0;FB_Hmi_BannerFormatter.st;649
ACT_069;OPERATOR_ACTION;JOYSTICK;-;[JOYSTICK] Appuyer homme-mort au neutre;CONDUITE (Manuel / Standard);NOT DeadmanArmed;;;;NOT DeadmanArmed;FB_Hmi_BannerFormatter.st;651
ACT_070;OPERATOR_ACTION;IHM;-;[IHM] Sélectionner un mode;CONDUITE (Manuel / Standard);CurrentMode = E_Mode.DISABLE;;;;CurrentMode = E_Mode.DISABLE;FB_Hmi_BannerFormatter.st;653
ACT_071;OPERATOR_ACTION;JOYSTICK;-;[JOYSTICK] Armé - actionner axe;CONDUITE (Manuel / Standard);JoystickAtNeutral;;;;JoystickAtNeutral;FB_Hmi_BannerFormatter.st;655
ACT_072;OPERATOR_ACTION;JOYSTICK;-;[JOYSTICK] Déplacement en cours;CONDUITE (Manuel / Standard);JoystickAtNeutral;;;;JoystickAtNeutral;FB_Hmi_BannerFormatter.st;657
SPEC_001;SPECIAL_CONDITION;MACHINE / POSITION;-;ESSAI CYCLE : CONTROLES INHIBES;DÉROGATION / VERROU;CycleChecksInhibited;;;;CycleChecksInhibited;FB_Hmi_BannerFormatter.st;312
